,unique_id,osmid,element_type,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,opening_hours,shop,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,branch,operator,website,toilets:wheelchair,wheelchair,diet:halal,diet:kosher,addr:country,phone,source,internet_access,check_date:opening_hours,addr:housename,payment:cash,payment:debit_cards,entrance,level,organic,opening_hours:covid19,payment:coins,payment:credit_cards,description,emergency,emergency:phone,nodes,building,indoor,source:opening_hours,takeaway,addr:place,check_date,access,amenity,fee,parking,layer,start_date,post_box:location,bus,ele,highway,network,public_transport,uic_name,uic_ref,wheelchair:description,operator:wikidata,name:en,internet_access:fee,contact:phone,building:material,roof:colour,building:levels,building:roof,roof:shape,maxstay,park_ride,supervised,delivery:covid19,room,maxheight,recycling:clothes,smoothness,surface,capacity:disabled,payment:cryptocurrencies,payment:maestro,payment:mastercard,payment:postfinance_card,payment:visa,name:de,lit,fixme,payment:twint,departures_board,access:covid19,changing_table,contact:website,dog,end_date,fax,addr:state,opening_hours:url,smoking,building:part,contact:addr:full,internet_access:ssid,disused:shop,recycling:batteries,contact:addr,addr:full,post_office,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,level:ref,covered,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,payment:american_express,payment:contactless,payment:diners_club,payment:jcb,source:addr,landuse,addr:suburb,changing_table:location,addr:street:fr,official_name,man_made,surveillance,loc_name,post_office:brand,nat_name,url,roof:levels,indoor_seating,outdoor_seating,capacity,opening_date,recycling:electrical_appliances,recycling:cans,recycling:glass,recycling:paper,recycling:pe,recycling:pet,dogs,atm,contact:facebook,contact:instagram,contact:linkedin,contact:pinterest,contact:twitter,contact:youtube,payment:notes,ref:FR:NAF,ref:FR:SIRET,name:fr,ways,type,note,payment:visa_debit,copyright,oa:imported_by,oa:lat,oa:lon,oa:version
146,way/27844543,27844543,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,"POLYGON ((8.6293161 47.4424307, 8.6293402 47.4425822, 8.6296313 47.4425976, 8.6299771 47.4425623, 8.6302361 47.4425359, 8.6302152 47.4424305, 8.6301305 47.4423264, 8.6299813 47.4421431, 8.6299258 47.4420749, 8.6297064 47.4419862, 8.6295956 47.4421124, 8.6293161 47.4424307))",Bassersdorf,5a,8303,Baltenswilerstrasse,Migros Bassersdorf (MM),Bassersdorf,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-bassersdorf,,yes,,,,,,,,,,,,,,,,,,,,"[305705259, 4052329303, 305705261, 4310065656, 305705262, 4052329311, 4310065658, 4310065661, 4052329312, 305705263, 4310065659, 305705259]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,way/32958742,32958742,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,"POLYGON ((8.6912153 47.3027437, 8.6913292 47.3026371, 8.6912063 47.3025767, 8.6912523 47.3025295, 8.6913148 47.3024752, 8.6913562 47.3024956, 8.6915674 47.302298, 8.6917904 47.3024076, 8.6917648 47.3024316, 8.6919227 47.3025092, 8.6918178 47.3026074, 8.6919142 47.3026548, 8.6916385 47.3029127, 8.6915803 47.3029671, 8.6914454 47.3029008, 8.6914763 47.302872, 8.6912153 47.3027437))",Egg b. Zürich,2,8132,Gewerbestrasse,Migros Egg (MM),Egg bei Zürich,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-egg,,,,,,,Yahoo,,,,,,,,,,,,,,,"[371190723, 371190724, 371190725, 4083585944, 371190726, 371190727, 371190728, 1774670812, 1774670823, 371190730, 1774670854, 371190687, 371190686, 371190732, 1774670858, 1774670856, 371190723]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,way/42855908,42855908,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",supermarket,"POLYGON ((8.4364425 47.3542825, 8.4366566 47.354361, 8.4366641 47.3543517, 8.4367196 47.3543721, 8.4367154 47.3543773, 8.436748 47.3543893, 8.4367447 47.3543934, 8.4368504 47.3544322, 8.4369519 47.3543052, 8.4369282 47.3542965, 8.436959 47.3542579, 8.4365749 47.3541169, 8.4364425 47.3542825))",Birmensdorf (ZH),15,8903,Zürcherstrasse,Migros Birmensdorf,Birmensdorf ZH,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-birmensdorf,,yes,,,CH,,,,,,,,,,,,,,,,,"[536387995, 7621750439, 7621750438, 7621750435, 7621750436, 7621750437, 7621750440, 536387998, 536387997, 7621750441, 537524452, 536387996, 536387995]",apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,way/50212140,50212140,way,Migros,Q680727,en:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,"POLYGON ((8.5760675 47.3380063, 8.5763338 47.3378394, 8.5761429 47.3376995, 8.5760892 47.3377332, 8.5759676 47.3376442, 8.5759042 47.3376839, 8.5758939 47.3376764, 8.575864 47.3376951, 8.5758933 47.3377165, 8.5758002 47.3377749, 8.5757709 47.3377535, 8.5757447 47.3377699, 8.5760675 47.3380063))",Zollikon,100,8702,Rotfluhstrasse,Migros Zollikon,Zollikon Dorf,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-zollikon-dorf,,yes,,,CH,,,,,,,,,,,same,,,,,,"[638293476, 638293478, 638293477, 638294405, 638293475, 5848018193, 638294403, 1499946871, 1499946870, 1499946869, 1499946872, 638293474, 638293476]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,way/164483435,164483435,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-We 08:00-19:00;Th-Fr 08:00-20:00;Sa 08:00-18:00;PH closed,supermarket,"POLYGON ((8.3657174 47.3631269, 8.3663556 47.3633105, 8.3662271 47.3635155, 8.366214 47.3635118, 8.3660908 47.3634746, 8.3660021 47.3636094, 8.366013 47.3636292, 8.3660068 47.3636387, 8.3659646 47.3637027, 8.3659167 47.3636882, 8.3658518 47.3637866, 8.3654478 47.3636643, 8.3654 47.3636333, 8.3657174 47.3631269))",Berikon,13,8965,Bellikerstrasse,Migros Mutschellen,Berikon Mutschellen,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-berikon-mutschellen,,yes,,,,,,,,,,,,0,,,,,,,,"[1761217021, 1761217015, 5081205609, 5081205611, 3027502489, 3027502491, 1761217033, 3027502492, 1761217037, 1761217036, 1761217038, 1761217035, 1716150521, 1761217021]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,way/183423030,183423030,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",supermarket,"POLYGON ((8.6214478 47.4193942, 8.6214446 47.4193624, 8.6214121 47.4193638, 8.6214013 47.4192558, 8.62141 47.4192554, 8.6213971 47.4191276, 8.6216369 47.4191165, 8.6216323 47.4190707, 8.6217555 47.4190651, 8.6217733 47.4192422, 8.6216442 47.4192481, 8.6216547 47.4193532, 8.6216238 47.4193547, 8.6216269 47.419386, 8.6214478 47.4193942))",Dietlikon,2,8305,Pappelstrasse,Migros Dietlikon,Dietlikon Brunnenwiese,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-dietlikon-brunnenwiese,,,,,,,,,,,,,,,,,,,,,,"[1937932213, 7711117694, 7711117695, 7711117692, 7711117693, 1937932163, 1937932193, 1937932206, 1937932219, 1937932104, 1937932120, 7711117691, 7711117690, 1937932166, 1937932213]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,way/195438529,195438529,way,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",supermarket,"POLYGON ((8.4468559 47.3987033, 8.4468621 47.3983546, 8.4474072 47.3983397, 8.4474654 47.3983693, 8.4473503 47.3984521, 8.4473066 47.3984498, 8.4472892 47.3985099, 8.4473309 47.3985108, 8.4473602 47.398589, 8.4473083 47.3987568, 8.4468559 47.3987033))",Schlieren,5,8952,Güterstrasse,Migros Schlieren Zentrum,Schlieren Zentrum,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-schlieren-zentrum,,yes,,,CH,+41 44 732 90 30,,,,Parkside Schlieren,,,,,,,,,,,,"[2058886803, 2058886816, 2058886789, 3681157601, 3681157603, 2058886812, 3681157605, 2058886814, 2058886810, 2058886799, 2058886803]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,way/233903441,233903441,way,Migros,Q680727,,,,,,Migros,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",supermarket,"POLYGON ((8.7403929 47.4948728, 8.7404341 47.4947753, 8.7404507 47.4947326, 8.7404238 47.4947279, 8.7404753 47.4944687, 8.7404116 47.4944698, 8.7403404 47.4946446, 8.740025 47.4945845, 8.7399509 47.4946065, 8.7398791 47.4947816, 8.7395673 47.4947249, 8.7394011 47.4947707, 8.7394134 47.4947909, 8.7395878 47.4948254, 8.7395979 47.4948009, 8.7397917 47.4948382, 8.7397793 47.4948659, 8.7398152 47.4948728, 8.7400433 47.4949167, 8.7400543 47.4948883, 8.7402518 47.4949244, 8.7402407 47.4949515, 8.7402753 47.4949587, 8.740504 47.4949984, 8.7405138 47.4949737, 8.7407464 47.4950147, 8.7407754 47.4949461, 8.7403929 47.4948728))",Winterthur,9,8400,Pflanzschulstrasse,Migros Deutweg,Winterthur Deutweg,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-winterthur-deutweg,,yes,,,,,,,2021-02-25,,,,,0,yes,,,,,,,"[7746205989, 5666137893, 1217358961, 82562820, 6269135167, 2422195647, 2422195669, 2422195662, 2422195667, 7746177978, 7746205985, 7746205988, 6269135176, 7746205987, 7746205986, 7746177984, 7746177983, 7746177982, 7746177981, 7746177980, 7746177979, 2422195701, 6269135161, 7746205990, 82562818, 2422195708, 7746205991, 7746205989]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,1,flat,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,way/277721221,277721221,way,,,,,,,,Migros,,,"POLYGON ((8.4367774 47.3960249, 8.4367836 47.3958476, 8.4372858 47.3958747, 8.4372765 47.3959477, 8.4374816 47.3959595, 8.4374645 47.3960541, 8.4367774 47.3960249))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2821877907, 2821877908, 2821877909, 2821877910, 2821877911, 2821877912, 2821877907]",,,,,,,customers,parking,no,surface,,,,,,,,,,,,,,,,,,,,,60,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,way/286601752,286601752,way,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",supermarket,"POLYGON ((8.7556223 47.3868721, 8.7553351 47.3866691, 8.7552317 47.3865573, 8.7552964 47.3865154, 8.755267 47.3864842, 8.75545 47.3863656, 8.7556426 47.3865, 8.756041 47.3864421, 8.7561722 47.3865429, 8.7556223 47.3868721))",Fehraltorf,4,8320,Grundstrasse,Migros Fehraltdorf,Fehraltdorf,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-fehraltorf,,,,,,,,,,,,,,,,,,,,,,"[2902796596, 2902796805, 2902796577, 2902796586, 2902796810, 2902796568, 2902796808, 4078346712, 2902796570, 2902796596]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,way/609946515,609946515,way,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off; Nov 1 off",supermarket,"POLYGON ((8.4785219 47.1919267, 8.4785574 47.1919391, 8.4786093 47.1918707, 8.4787057 47.1917435, 8.4785888 47.1917026, 8.4788207 47.1913968, 8.4776235 47.1909774, 8.4772949 47.1914107, 8.4774656 47.1914708, 8.4776022 47.1915183, 8.4775154 47.1916325, 8.477571 47.1916522, 8.4777322 47.1917086, 8.4777897 47.1917288, 8.4778593 47.191637, 8.4781585 47.1917418, 8.4780889 47.1918336, 8.4781777 47.1918647, 8.4782359 47.1918851, 8.4784868 47.1919729, 8.4785219 47.1919267))",Steinhausen,40,6312,Hinterbergstrasse,Migros Zugerland (MMM),Steinhausen Zugerland,Genossenschaft Migros Luzern,https://filialen.migros.ch/de/migros-supermarkt-steinhausen-zugerland,,,,,,,,,,,,,,1,yes,same,,,,,,"[5768585101, 5768585100, 5768585114, 655312409, 655312406, 6900205307, 6900205306, 5768585088, 5768585090, 9404536796, 5768585094, 5768585096, 5768585098, 5776911393, 5776911392, 5776911391, 5776911390, 5768585113, 5768585116, 5768585102, 5768585101]",,room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,node/246533376,246533376,node,Migros,Q680727,,,,,,Migros,"Mo-Fr 08:30-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.720071 47.5189532),Winterthur,152,8400,Schaffhauserstrasse,Migros Rosenberg (MM),Winterthur Rosenberg,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-winterthur-rosenberg,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,node/453138896,453138896,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.2558575 47.5741296),Döttingen,17,5312,Hauptstrasse,Migros Döttingen,Döttingen,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-doettingen,,yes,,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,node/704656423,704656423,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-19:30, Sa 07:30-18:00; PH off",supermarket,POINT (8.6340912 47.6988386),Schaffhausen,56-58,8200,Bahnhofstrasse,Migros Schaffhausen (MM),Schaffhausen Vorstadt,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-schaffhausen-vorstadt,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,node/1454517274,1454517274,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 09:00-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.6637223 47.7202328),Schaffhausen,4,8207,Stüdliackerstrasse,Migros Herblinger-Markt (MMM),Schaffhausen Herblinger-Markt,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-schaffhausen-herblinger-markt,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,node/2065517375,2065517375,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.7066278 47.7488071),Thayngen,30,8240,Biberstrasse,Migros Thayngen,Thayngen,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-thayngen,,,,,,,,,2021-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,node/2102717803,2102717803,node,Migros,Q680727,,,,,,Migros,Mo-Fr 08:00-20:00; Sa 08:00-19:00; PH off,supermarket,POINT (8.6885448 47.6017772),Kleinandelfingen,4,8451,Weinlandstrasse,Migros Andelfingen,Kleinandelfingen,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-andelfingen,,yes,,,,,,,2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,node/2419669814,2419669814,node,Migros,Q680727,en:Migros,,,,,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.5405201 47.5211702),Bülach,28,8180,Bahnhofstrasse,Migros Sonnenhof (MM),Bülach Sonnenhof,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-buelach-sonnenhof,,,,,,+41 44 864 40 10,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,node/3881549786,3881549786,node,,,,,,,,Migros,,,POINT (8.2963395 47.585765),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,parking,no,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,good,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,node/4816412575,4816412575,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.693819 47.5107051),Winterthur,1,8408,Lindenplatz,Migros Wülflingen,Winterthur Wülflingen,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-winterthur-wuelflingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,node/5274359340,5274359340,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-21:00; PH off,supermarket,POINT (8.5407826 47.5102979),Bülach,85,8180,Feldstrasse,Migros Bülach Süd (MMM),Bülach Süd Center,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-buelach-sued,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,node/6587016679,6587016679,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.5133669 47.5805116),Eglisau,16,8193,Bauelenzelgstrasse,Migros Eglisau Nord,Eglisau Nord,Genossenschaft Migros Zürich,https://filialen.migros.ch/de/migros-supermarkt-eglisau-nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,node/7380954135,7380954135,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (8.6498136 47.5173965),Pfungen,1,8422,Weiacherstrasse,Migros Pfungen,Pfungen,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-pfungen,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,way/59263474,59263474,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",supermarket,"POLYGON ((8.7306723 47.5354427, 8.7304318 47.5354649, 8.7304266 47.5354391, 8.7301131 47.5354679, 8.7301184 47.5354937, 8.7300661 47.5354985, 8.7300964 47.5356485, 8.7306147 47.5356008, 8.7306048 47.535552, 8.7306927 47.5355439, 8.7306723 47.5354427))",Seuzach,5,8472,Winterthurerstrasse,Migros Seuzach,Seuzach,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-seuzach,no,yes,,,CH,,,,,,,,,,,,,,,,,"[734879820, 1528087986, 1528087984, 1528087989, 1528087991, 734879792, 734879768, 1528088012, 1528088003, 734879932, 734879820]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,way/167061778,167061778,way,Migros,Q680727,,,,,,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:30; PH off",supermarket,"POLYGON ((8.6539667 47.6992186, 8.6539571 47.6990826, 8.6542548 47.6990853, 8.6542556 47.6990983, 8.6547514 47.6990808, 8.6547631 47.6992306, 8.6547215 47.6992577, 8.6542516 47.6992741, 8.6542466 47.6992089, 8.6539667 47.6992186))",Schaffhausen,2,8203,Dürstlingweg,Migros Buchthalen,Schaffhausen Buchthalen,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-schaffhausen-buchthalen,,limited,,,,,,,,,,,,,,,,,,,,"[1784682889, 1784682861, 2063453548, 2063453436, 2063453541, 4064751187, 1784682908, 1784682900, 1788442023, 1784682889]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,way/178988286,178988286,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Fr 08:00-19:00; Sa 08:00-18:00; PH off,supermarket,"POLYGON ((8.5923794 47.5102892, 8.5923558 47.5098922, 8.5912485 47.5099222, 8.591264 47.5101817, 8.5910889 47.5101864, 8.5910971 47.5103241, 8.5923794 47.5102892))",Embrach,17,8424,Bülacherstrasse,Migros Embrach (MM),Embrach,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-embrach,,yes,,,,+41 43 266 45 11,,,,,,,,,,,,,,,,"[1893309072, 1893309064, 1893309066, 1893309070, 1893309068, 1893309074, 1893309072]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,way/242351366,242351366,way,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH off,supermarket,"POLYGON ((8.61958 47.706455, 8.6195911 47.7063021, 8.6201176 47.7063195, 8.6201161 47.7063394, 8.6201882 47.7063417, 8.6201799 47.7064555, 8.6200079 47.7064498, 8.6200074 47.7064561, 8.6199626 47.7064546, 8.619963 47.7064483, 8.6197987 47.7064429, 8.6197973 47.7064622, 8.61958 47.706455))",Schaffhausen,79,8200,Hohlenbaumstrasse,Migros Breite,Schaffhausen Breite,Genossenschaft Migros Ostschweiz,https://filialen.migros.ch/de/migros-supermarkt-schaffhausen-breite,,,,,,+41 52 632 05 71,,,,,,,,,,,,,,,,"[2498402703, 2498402704, 9385921269, 9385921268, 2498402705, 2498402706, 9385921266, 9385921265, 9385921264, 9385921267, 2498402707, 2498402708, 2498402703]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
